indicator,target_month,release_date,value,release_known
INDPRO,2004-12-01,2006-06-01,106.7432,False
INDPRO,2005-01-01,2006-06-01,106.9478,False
INDPRO,2005-02-01,2006-06-01,107.3608,False
INDPRO,2005-03-01,2006-06-01,107.3115,False
INDPRO,2005-04-01,2006-06-01,107.1838,False
INDPRO,2005-05-01,2006-06-01,107.4337,False
INDPRO,2005-06-01,2006-06-01,108.2903,False
INDPRO,2005-07-01,2006-06-01,108.2725,False
INDPRO,2005-08-01,2006-06-01,108.5868,False
INDPRO,2005-09-01,2006-06-01,107.1604,False
INDPRO,2005-10-01,2006-06-01,108.3814,False
INDPRO,2005-11-01,2006-06-01,109.3877,False
INDPRO,2005-12-01,2006-06-01,110.4282,False
INDPRO,2006-01-01,2006-06-01,110.3486,False
INDPRO,2006-02-01,2006-06-01,110.7523,False
INDPRO,2006-03-01,2006-06-01,111.4077,False
INDPRO,2006-04-01,2006-06-01,112.2624,False
INDPRO,2006-05-01,2006-06-15,112.0991,True
INDPRO,2006-06-01,2006-07-17,113.2096,True
INDPRO,2006-07-01,2006-08-16,113.5293,True
INDPRO,2006-08-01,2006-09-15,113.7063,True
INDPRO,2006-09-01,2006-10-17,113.1336,True
INDPRO,2006-10-01,2006-11-16,113.6615,True
INDPRO,2006-11-01,2006-12-15,112.3227,True
INDPRO,2006-12-01,2007-01-17,112.4425,True
INDPRO,2007-01-01,2007-02-15,111.9282,True
INDPRO,2007-02-01,2007-03-16,113.1433,True
INDPRO,2007-03-01,2007-04-17,112.4866,True
INDPRO,2007-04-01,2007-05-16,113.0344,True
INDPRO,2007-05-01,2007-06-15,112.6889,True
INDPRO,2007-06-01,2007-07-17,113.3704,True
INDPRO,2007-07-01,2007-08-15,113.8604,True
INDPRO,2007-08-01,2007-09-14,114.4254,True
INDPRO,2007-09-01,2007-10-16,114.357,True
INDPRO,2007-10-01,2007-11-16,113.9957,True
INDPRO,2007-11-01,2007-12-14,113.9019,True
INDPRO,2007-12-01,2008-01-16,113.9673,True
INDPRO,2008-01-01,2008-02-15,114.2334,True
INDPRO,2008-02-01,2008-03-17,113.6597,True
INDPRO,2008-03-01,2008-04-16,112.1281,True
INDPRO,2008-04-01,2008-05-15,111.1807,True
INDPRO,2008-05-01,2008-06-17,110.9051,True
INDPRO,2008-06-01,2008-07-16,111.7251,True
INDPRO,2008-07-01,2008-08-15,111.8419,True
INDPRO,2008-08-01,2008-09-15,110.3034,True
INDPRO,2008-09-01,2008-10-16,107.254,True
INDPRO,2008-10-01,2008-11-17,107.2854,True
INDPRO,2008-11-01,2008-12-15,106.1173,True
INDPRO,2008-12-01,2009-01-16,103.5966,True
INDPRO,2009-01-01,2009-02-18,101.337,True
INDPRO,2009-02-01,2009-03-16,99.7298,True
INDPRO,2009-03-01,2009-04-15,97.3755,True
INDPRO,2009-04-01,2009-05-15,97.0723,True
INDPRO,2009-05-01,2009-06-16,95.8402,True
INDPRO,2009-06-01,2009-07-15,95.3964,True
INDPRO,2009-07-01,2009-08-14,95.9709,True
INDPRO,2009-08-01,2009-09-16,97.4422,True
INDPRO,2009-09-01,2009-10-16,98.4622,True
INDPRO,2009-10-01,2009-11-17,98.6271,True
INDPRO,2009-11-01,2009-12-15,99.4398,True
INDPRO,2009-12-01,2010-01-15,100.3043,True
INDPRO,2010-01-01,2010-02-17,101.0516,True
INDPRO,2010-02-01,2010-03-15,100.9862,True
INDPRO,2010-03-01,2010-04-15,101.61,True
INDPRO,2010-04-01,2010-05-14,102.2666,True
INDPRO,2010-05-01,2010-06-16,103.538,True
INDPRO,2010-06-01,2010-07-15,92.5354,True
INDPRO,2010-07-01,2010-08-17,93.4009,True
INDPRO,2010-08-01,2010-09-15,93.2093,True
INDPRO,2010-09-01,2010-10-18,93.1902,True
INDPRO,2010-10-01,2010-11-16,93.3753,True
INDPRO,2010-11-01,2010-12-15,93.8961,True
INDPRO,2010-12-01,2011-01-14,94.8756,True
INDPRO,2011-01-01,2011-02-16,95.1452,True
INDPRO,2011-02-01,2011-03-17,95.485,True
INDPRO,2011-03-01,2011-04-15,93.5904,True
INDPRO,2011-04-01,2011-05-17,93.097,True
INDPRO,2011-05-01,2011-06-15,92.9815,True
INDPRO,2011-06-01,2011-07-15,93.07,True
INDPRO,2011-07-01,2011-08-16,94.1525,True
INDPRO,2011-08-01,2011-09-15,94.0419,True
INDPRO,2011-09-01,2011-10-17,94.1851,True
INDPRO,2011-10-01,2011-11-16,94.7136,True
INDPRO,2011-11-01,2011-12-15,94.8263,True
INDPRO,2011-12-01,2012-01-18,95.2915,True
INDPRO,2012-01-01,2012-02-15,95.9054,True
INDPRO,2012-02-01,2012-03-16,96.1735,True
INDPRO,2012-03-01,2012-04-17,96.5685,True
INDPRO,2012-04-01,2012-05-16,97.4133,True
INDPRO,2012-05-01,2012-06-15,97.2853,True
INDPRO,2012-06-01,2012-07-17,97.4298,True
INDPRO,2012-07-01,2012-08-15,98.0398,True
INDPRO,2012-08-01,2012-09-14,96.8202,True
INDPRO,2012-09-01,2012-10-16,97.0328,True
INDPRO,2012-10-01,2012-11-16,96.5879,True
INDPRO,2012-11-01,2012-12-14,97.509,True
INDPRO,2012-12-01,2013-01-16,98.093,True
INDPRO,2013-01-01,2013-02-15,98.6212,True
INDPRO,2013-02-01,2013-03-15,99.4965,True
INDPRO,2013-03-01,2013-04-16,99.4765,True
INDPRO,2013-04-01,2013-05-15,98.7439,True
INDPRO,2013-05-01,2013-06-14,98.6709,True
INDPRO,2013-06-01,2013-07-16,99.0549,True
INDPRO,2013-07-01,2013-08-15,98.9462,True
INDPRO,2013-08-01,2013-09-16,99.3579,True
INDPRO,2013-09-01,2013-10-28,100.0439,True
INDPRO,2013-10-01,2013-11-15,99.9778,True
INDPRO,2013-11-01,2013-12-16,101.2825,True
INDPRO,2013-12-01,2014-01-17,101.7629,True
INDPRO,2014-01-01,2014-02-14,101.0251,True
INDPRO,2014-02-01,2014-03-17,101.6276,True
INDPRO,2014-03-01,2014-04-16,103.2374,True
INDPRO,2014-04-01,2014-05-15,102.7435,True
INDPRO,2014-05-01,2014-06-16,103.6585,True
INDPRO,2014-06-01,2014-07-16,103.9152,True
INDPRO,2014-07-01,2014-08-15,104.3882,True
INDPRO,2014-08-01,2014-09-15,104.1152,True
INDPRO,2014-09-01,2014-10-16,105.0728,True
INDPRO,2014-10-01,2014-11-17,104.8568,True
INDPRO,2014-11-01,2014-12-15,106.6617,True
INDPRO,2014-12-01,2015-01-16,106.5114,True
INDPRO,2015-01-01,2015-02-18,106.1878,True
INDPRO,2015-02-01,2015-03-16,105.8028,True
INDPRO,2015-03-01,2015-04-15,105.2161,True
INDPRO,2015-04-01,2015-05-15,105.1786,True
INDPRO,2015-05-01,2015-06-15,105.1018,True
INDPRO,2015-06-01,2015-07-15,105.7065,True
INDPRO,2015-07-01,2015-08-14,107.477,True
INDPRO,2015-08-01,2015-09-15,107.0793,True
INDPRO,2015-09-01,2015-10-16,107.0917,True
INDPRO,2015-10-01,2015-11-17,107.2123,True
INDPRO,2015-11-01,2015-12-16,106.5339,True
INDPRO,2015-12-01,2016-01-15,106.0222,True
INDPRO,2016-01-01,2016-02-17,106.8477,True
INDPRO,2016-02-01,2016-03-16,106.3275,True
INDPRO,2016-03-01,2016-04-15,103.3759,True
INDPRO,2016-04-01,2016-05-17,104.147,True
INDPRO,2016-05-01,2016-06-15,103.5527,True
INDPRO,2016-06-01,2016-07-15,104.1342,True
INDPRO,2016-07-01,2016-08-16,104.9141,True
INDPRO,2016-08-01,2016-09-15,104.4016,True
INDPRO,2016-09-01,2016-10-17,104.226,True
INDPRO,2016-10-01,2016-11-16,104.2687,True
INDPRO,2016-11-01,2016-12-14,103.8589,True
INDPRO,2016-12-01,2017-01-18,104.5712,True
INDPRO,2017-01-01,2017-02-15,104.5548,True
INDPRO,2017-02-01,2017-03-17,104.7361,True
INDPRO,2017-03-01,2017-04-18,104.0998,True
INDPRO,2017-04-01,2017-05-16,105.1241,True
INDPRO,2017-05-01,2017-06-15,105.0284,True
INDPRO,2017-06-01,2017-07-14,105.16,True
INDPRO,2017-07-01,2017-08-17,105.4757,True
INDPRO,2017-08-01,2017-09-15,104.739,True
INDPRO,2017-09-01,2017-10-17,104.6367,True
INDPRO,2017-10-01,2017-11-16,106.1469,True
INDPRO,2017-11-01,2017-12-15,106.3969,True
INDPRO,2017-12-01,2018-01-17,107.4637,True
INDPRO,2018-01-01,2018-02-15,107.2433,True
INDPRO,2018-02-01,2018-03-16,108.2189,True
INDPRO,2018-03-01,2018-04-17,107.1665,True
INDPRO,2018-04-01,2018-05-16,107.3051,True
INDPRO,2018-05-01,2018-06-15,107.3006,True
INDPRO,2018-06-01,2018-07-17,107.714,True
INDPRO,2018-07-01,2018-08-15,107.9989,True
INDPRO,2018-08-01,2018-09-14,108.2317,True
INDPRO,2018-09-01,2018-10-16,108.4822,True
INDPRO,2018-10-01,2018-11-16,109.0654,True
INDPRO,2018-11-01,2018-12-14,109.3931,True
INDPRO,2018-12-01,2019-01-18,109.9487,True
INDPRO,2019-01-01,2019-02-15,109.4447,True
INDPRO,2019-02-01,2019-03-15,109.6678,True
INDPRO,2019-03-01,2019-04-16,110.2214,True
INDPRO,2019-04-01,2019-05-15,109.1818,True
INDPRO,2019-05-01,2019-06-14,109.5645,True
INDPRO,2019-06-01,2019-07-16,109.5965,True
INDPRO,2019-07-01,2019-08-15,109.1756,True
INDPRO,2019-08-01,2019-09-17,109.9206,True
INDPRO,2019-09-01,2019-10-17,109.5174,True
INDPRO,2019-10-01,2019-11-15,108.6714,True
INDPRO,2019-11-01,2019-12-17,109.677,True
INDPRO,2019-12-01,2020-01-17,109.433,True
INDPRO,2020-01-01,2020-02-14,109.2026,True
INDPRO,2020-02-01,2020-03-17,109.6035,True
INDPRO,2020-03-01,2020-04-15,103.6635,True
INDPRO,2020-04-01,2020-05-15,92.5919,True
INDPRO,2020-05-01,2020-06-16,92.5503,True
INDPRO,2020-06-01,2020-07-15,97.4587,True
INDPRO,2020-07-01,2020-08-14,100.1665,True
INDPRO,2020-08-01,2020-09-15,101.3605,True
INDPRO,2020-09-01,2020-10-16,101.5055,True
INDPRO,2020-10-01,2020-11-17,103.2054,True
INDPRO,2020-11-01,2020-12-15,103.9818,True
INDPRO,2020-12-01,2021-01-15,105.7244,True
INDPRO,2021-01-01,2021-02-17,107.1843,True
INDPRO,2021-02-01,2021-03-16,104.6526,True
INDPRO,2021-03-01,2021-04-15,105.583,True
INDPRO,2021-04-01,2021-05-14,106.3127,True
INDPRO,2021-05-01,2021-06-15,99.8562,True
INDPRO,2021-06-01,2021-07-15,100.0951,True
INDPRO,2021-07-01,2021-08-17,101.1148,True
INDPRO,2021-08-01,2021-09-15,101.5949,True
INDPRO,2021-09-01,2021-10-18,100.0178,True
INDPRO,2021-10-01,2021-11-16,101.611,True
INDPRO,2021-11-01,2021-12-16,102.2852,True
INDPRO,2021-12-01,2022-01-14,101.8926,True
INDPRO,2022-01-01,2022-02-16,103.4677,True
INDPRO,2022-02-01,2022-03-17,103.5811,True
INDPRO,2022-03-01,2022-04-15,104.5853,True
INDPRO,2022-04-01,2022-05-17,105.5973,True
INDPRO,2022-05-01,2022-06-17,105.7475,True
INDPRO,2022-06-01,2022-07-15,104.3648,True
INDPRO,2022-07-01,2022-08-16,104.8075,True
INDPRO,2022-08-01,2022-09-15,104.5464,True
INDPRO,2022-09-01,2022-10-18,105.1762,True
INDPRO,2022-10-01,2022-11-16,104.6894,True
INDPRO,2022-11-01,2022-12-15,104.5175,True
INDPRO,2022-12-01,2023-01-18,103.4332,True
INDPRO,2023-01-01,2023-02-15,102.9525,True
INDPRO,2023-02-01,2023-03-17,102.646,True
INDPRO,2023-03-01,2023-04-14,103.0258,True
INDPRO,2023-04-01,2023-05-16,103.0398,True
INDPRO,2023-05-01,2023-06-15,103.0107,True
INDPRO,2023-06-01,2023-07-18,102.2468,True
INDPRO,2023-07-01,2023-08-16,102.8957,True
INDPRO,2023-08-01,2023-09-15,103.4886,True
INDPRO,2023-09-01,2023-10-17,103.6115,True
INDPRO,2023-10-01,2023-11-16,102.7081,True
INDPRO,2023-11-01,2023-12-15,102.6651,True
INDPRO,2023-12-01,2024-01-17,102.484,True
INDPRO,2024-01-01,2024-02-15,102.5739,True
INDPRO,2024-02-01,2024-03-15,102.3313,True
INDPRO,2024-03-01,2024-04-16,102.6577,True
INDPRO,2024-04-01,2024-05-16,102.7623,True
INDPRO,2024-05-01,2024-06-18,103.3284,True
INDPRO,2024-06-01,2024-07-17,103.9941,True
INDPRO,2024-07-01,2024-08-15,102.8887,True
INDPRO,2024-08-01,2024-09-17,103.1389,True
INDPRO,2024-09-01,2024-10-17,102.6418,True
INDPRO,2024-10-01,2024-11-15,102.2805,True
INDPRO,2024-11-01,2024-12-17,101.9621,True
INDPRO,2024-12-01,2025-01-17,103.1942,True
INDPRO,2025-01-01,2025-02-14,103.511,True
INDPRO,2025-02-01,2025-03-18,104.2062,True
INDPRO,2025-03-01,2025-04-16,103.8892,True
INDPRO,2025-04-01,2025-05-15,103.8799,True
INDPRO,2025-05-01,2025-06-17,103.5948,True
INDPRO,2025-06-01,2025-07-16,104.0071,True
INDPRO,2025-07-01,2025-08-15,103.9867,True
INDPRO,2025-08-01,2025-09-16,103.9203,True
INDPRO,2025-09-01,2025-12-03,101.4279,True
INDPRO,2025-10-01,2025-12-23,101.616,True
INDPRO,2025-11-01,2025-12-23,101.7935,True
INDPRO,2025-12-01,2026-01-16,102.325,True
INDPRO,2026-01-01,2026-02-18,102.3412,True
INDPRO,2026-02-01,2026-03-16,102.551,True
INDPRO,2026-03-01,2026-04-16,101.7898,True
INDPRO,2026-04-01,2026-05-15,102.4963,True
INDPRO,2026-05-01,2026-06-15,102.6475,True
INDPRO,2026-06-01,2026-07-17,102.6395,True
ISM_PMI,1969-12-01,1970-01-01,52.0,True
ISM_PMI,1970-01-01,1970-02-01,48.7,True
ISM_PMI,1970-02-01,1970-03-01,47.4,True
ISM_PMI,1970-03-01,1970-04-01,46.9,True
ISM_PMI,1970-04-01,1970-05-01,45.0,True
ISM_PMI,1970-05-01,1970-06-01,47.2,True
ISM_PMI,1970-06-01,1970-07-01,51.1,True
ISM_PMI,1970-07-01,1970-08-01,49.5,True
ISM_PMI,1970-08-01,1970-09-01,47.3,True
ISM_PMI,1970-09-01,1970-10-01,44.1,True
ISM_PMI,1970-10-01,1970-11-01,42.4,True
ISM_PMI,1970-11-01,1970-12-01,39.7,True
ISM_PMI,1970-12-01,1971-01-01,45.4,True
ISM_PMI,1971-01-01,1971-02-01,47.9,True
ISM_PMI,1971-02-01,1971-03-01,54.8,True
ISM_PMI,1971-03-01,1971-04-01,51.2,True
ISM_PMI,1971-04-01,1971-05-01,54.5,True
ISM_PMI,1971-05-01,1971-06-01,54.2,True
ISM_PMI,1971-06-01,1971-07-01,53.8,True
ISM_PMI,1971-07-01,1971-08-01,54.4,True
ISM_PMI,1971-08-01,1971-09-01,53.6,True
ISM_PMI,1971-09-01,1971-10-01,55.1,True
ISM_PMI,1971-10-01,1971-11-01,55.0,True
ISM_PMI,1971-11-01,1971-12-01,52.3,True
ISM_PMI,1971-12-01,1972-01-01,57.6,True
ISM_PMI,1972-01-01,1972-02-01,59.6,True
ISM_PMI,1972-02-01,1972-03-01,60.6,True
ISM_PMI,1972-03-01,1972-04-01,59.8,True
ISM_PMI,1972-04-01,1972-05-01,59.3,True
ISM_PMI,1972-05-01,1972-06-01,61.4,True
ISM_PMI,1972-06-01,1972-07-01,58.6,True
ISM_PMI,1972-07-01,1972-08-01,60.1,True
ISM_PMI,1972-08-01,1972-09-01,61.7,True
ISM_PMI,1972-09-01,1972-10-01,65.1,True
ISM_PMI,1972-10-01,1972-11-01,67.0,True
ISM_PMI,1972-11-01,1972-12-01,69.9,True
ISM_PMI,1972-12-01,1973-01-01,70.5,True
ISM_PMI,1973-01-01,1973-02-01,72.1,True
ISM_PMI,1973-02-01,1973-03-01,69.6,True
ISM_PMI,1973-03-01,1973-04-01,69.6,True
ISM_PMI,1973-04-01,1973-05-01,67.7,True
ISM_PMI,1973-05-01,1973-06-01,64.8,True
ISM_PMI,1973-06-01,1973-07-01,65.0,True
ISM_PMI,1973-07-01,1973-08-01,57.8,True
ISM_PMI,1973-08-01,1973-09-01,62.7,True
ISM_PMI,1973-09-01,1973-10-01,63.5,True
ISM_PMI,1973-10-01,1973-11-01,66.2,True
ISM_PMI,1973-11-01,1973-12-01,68.1,True
ISM_PMI,1973-12-01,1974-01-01,63.6,True
ISM_PMI,1974-01-01,1974-02-01,62.1,True
ISM_PMI,1974-02-01,1974-03-01,58.6,True
ISM_PMI,1974-03-01,1974-04-01,61.8,True
ISM_PMI,1974-04-01,1974-05-01,59.9,True
ISM_PMI,1974-05-01,1974-06-01,55.7,True
ISM_PMI,1974-06-01,1974-07-01,54.7,True
ISM_PMI,1974-07-01,1974-08-01,54.8,True
ISM_PMI,1974-08-01,1974-09-01,52.9,True
ISM_PMI,1974-09-01,1974-10-01,46.2,True
ISM_PMI,1974-10-01,1974-11-01,42.7,True
ISM_PMI,1974-11-01,1974-12-01,37.9,True
ISM_PMI,1974-12-01,1975-01-01,30.9,True
ISM_PMI,1975-01-01,1975-02-01,30.7,True
ISM_PMI,1975-02-01,1975-03-01,34.4,True
ISM_PMI,1975-03-01,1975-04-01,31.6,True
ISM_PMI,1975-04-01,1975-05-01,37.5,True
ISM_PMI,1975-05-01,1975-06-01,41.2,True
ISM_PMI,1975-06-01,1975-07-01,45.1,True
ISM_PMI,1975-07-01,1975-08-01,47.2,True
ISM_PMI,1975-08-01,1975-09-01,51.4,True
ISM_PMI,1975-09-01,1975-10-01,54.4,True
ISM_PMI,1975-10-01,1975-11-01,55.5,True
ISM_PMI,1975-11-01,1975-12-01,54.5,True
ISM_PMI,1975-12-01,1976-01-01,54.9,True
ISM_PMI,1976-01-01,1976-02-01,58.8,True
ISM_PMI,1976-02-01,1976-03-01,61.5,True
ISM_PMI,1976-03-01,1976-04-01,58.4,True
ISM_PMI,1976-04-01,1976-05-01,60.6,True
ISM_PMI,1976-05-01,1976-06-01,58.8,True
ISM_PMI,1976-06-01,1976-07-01,58.2,True
ISM_PMI,1976-07-01,1976-08-01,55.9,True
ISM_PMI,1976-08-01,1976-09-01,54.5,True
ISM_PMI,1976-09-01,1976-10-01,53.6,True
ISM_PMI,1976-10-01,1976-11-01,53.5,True
ISM_PMI,1976-11-01,1976-12-01,51.7,True
ISM_PMI,1976-12-01,1977-01-01,56.6,True
ISM_PMI,1977-01-01,1977-02-01,54.8,True
ISM_PMI,1977-02-01,1977-03-01,55.0,True
ISM_PMI,1977-03-01,1977-04-01,58.4,True
ISM_PMI,1977-04-01,1977-05-01,56.9,True
ISM_PMI,1977-05-01,1977-06-01,59.7,True
ISM_PMI,1977-06-01,1977-07-01,56.8,True
ISM_PMI,1977-07-01,1977-08-01,57.7,True
ISM_PMI,1977-08-01,1977-09-01,54.9,True
ISM_PMI,1977-09-01,1977-10-01,53.9,True
ISM_PMI,1977-10-01,1977-11-01,55.4,True
ISM_PMI,1977-11-01,1977-12-01,56.1,True
ISM_PMI,1977-12-01,1978-01-01,59.8,True
ISM_PMI,1978-01-01,1978-02-01,57.4,True
ISM_PMI,1978-02-01,1978-03-01,55.9,True
ISM_PMI,1978-03-01,1978-04-01,55.0,True
ISM_PMI,1978-04-01,1978-05-01,57.7,True
ISM_PMI,1978-05-01,1978-06-01,60.2,True
ISM_PMI,1978-06-01,1978-07-01,60.5,True
ISM_PMI,1978-07-01,1978-08-01,62.2,True
ISM_PMI,1978-08-01,1978-09-01,60.3,True
ISM_PMI,1978-09-01,1978-10-01,60.5,True
ISM_PMI,1978-10-01,1978-11-01,60.1,True
ISM_PMI,1978-11-01,1978-12-01,61.3,True
ISM_PMI,1978-12-01,1979-01-01,59.4,True
ISM_PMI,1979-01-01,1979-02-01,58.5,True
ISM_PMI,1979-02-01,1979-03-01,58.2,True
ISM_PMI,1979-03-01,1979-04-01,57.7,True
ISM_PMI,1979-04-01,1979-05-01,56.2,True
ISM_PMI,1979-05-01,1979-06-01,54.4,True
ISM_PMI,1979-06-01,1979-07-01,52.7,True
ISM_PMI,1979-07-01,1979-08-01,51.3,True
ISM_PMI,1979-08-01,1979-09-01,49.5,True
ISM_PMI,1979-09-01,1979-10-01,49.6,True
ISM_PMI,1979-10-01,1979-11-01,49.0,True
ISM_PMI,1979-11-01,1979-12-01,48.0,True
ISM_PMI,1979-12-01,1980-01-01,44.8,True
ISM_PMI,1980-01-01,1980-02-01,46.2,True
ISM_PMI,1980-02-01,1980-03-01,50.2,True
ISM_PMI,1980-03-01,1980-04-01,43.6,True
ISM_PMI,1980-04-01,1980-05-01,37.4,True
ISM_PMI,1980-05-01,1980-06-01,29.4,True
ISM_PMI,1980-06-01,1980-07-01,30.3,True
ISM_PMI,1980-07-01,1980-08-01,35.0,True
ISM_PMI,1980-08-01,1980-09-01,45.5,True
ISM_PMI,1980-09-01,1980-10-01,50.1,True
ISM_PMI,1980-10-01,1980-11-01,55.5,True
ISM_PMI,1980-11-01,1980-12-01,58.2,True
ISM_PMI,1980-12-01,1981-01-01,53.0,True
ISM_PMI,1981-01-01,1981-02-01,49.2,True
ISM_PMI,1981-02-01,1981-03-01,48.8,True
ISM_PMI,1981-03-01,1981-04-01,49.6,True
ISM_PMI,1981-04-01,1981-05-01,51.6,True
ISM_PMI,1981-05-01,1981-06-01,53.5,True
ISM_PMI,1981-06-01,1981-07-01,50.7,True
ISM_PMI,1981-07-01,1981-08-01,46.7,True
ISM_PMI,1981-08-01,1981-09-01,48.3,True
ISM_PMI,1981-09-01,1981-10-01,42.5,True
ISM_PMI,1981-10-01,1981-11-01,40.0,True
ISM_PMI,1981-11-01,1981-12-01,36.1,True
ISM_PMI,1981-12-01,1982-01-01,37.8,True
ISM_PMI,1982-01-01,1982-02-01,38.2,True
ISM_PMI,1982-02-01,1982-03-01,38.3,True
ISM_PMI,1982-03-01,1982-04-01,36.8,True
ISM_PMI,1982-04-01,1982-05-01,37.8,True
ISM_PMI,1982-05-01,1982-06-01,35.5,True
ISM_PMI,1982-06-01,1982-07-01,38.3,True
ISM_PMI,1982-07-01,1982-08-01,38.4,True
ISM_PMI,1982-08-01,1982-09-01,38.3,True
ISM_PMI,1982-09-01,1982-10-01,38.8,True
ISM_PMI,1982-10-01,1982-11-01,39.4,True
ISM_PMI,1982-11-01,1982-12-01,39.2,True
ISM_PMI,1982-12-01,1983-01-01,42.8,True
ISM_PMI,1983-01-01,1983-02-01,46.0,True
ISM_PMI,1983-02-01,1983-03-01,54.4,True
ISM_PMI,1983-03-01,1983-04-01,53.9,True
ISM_PMI,1983-04-01,1983-05-01,54.2,True
ISM_PMI,1983-05-01,1983-06-01,56.1,True
ISM_PMI,1983-06-01,1983-07-01,57.5,True
ISM_PMI,1983-07-01,1983-08-01,63.6,True
ISM_PMI,1983-08-01,1983-09-01,63.1,True
ISM_PMI,1983-09-01,1983-10-01,62.5,True
ISM_PMI,1983-10-01,1983-11-01,64.4,True
ISM_PMI,1983-11-01,1983-12-01,66.0,True
ISM_PMI,1983-12-01,1984-01-01,69.9,True
ISM_PMI,1984-01-01,1984-02-01,60.5,True
ISM_PMI,1984-02-01,1984-03-01,61.3,True
ISM_PMI,1984-03-01,1984-04-01,58.9,True
ISM_PMI,1984-04-01,1984-05-01,61.0,True
ISM_PMI,1984-05-01,1984-06-01,58.6,True
ISM_PMI,1984-06-01,1984-07-01,58.1,True
ISM_PMI,1984-07-01,1984-08-01,56.1,True
ISM_PMI,1984-08-01,1984-09-01,53.0,True
ISM_PMI,1984-09-01,1984-10-01,50.0,True
ISM_PMI,1984-10-01,1984-11-01,50.8,True
ISM_PMI,1984-11-01,1984-12-01,50.3,True
ISM_PMI,1984-12-01,1985-01-01,50.6,True
ISM_PMI,1985-01-01,1985-02-01,50.3,True
ISM_PMI,1985-02-01,1985-03-01,49.9,True
ISM_PMI,1985-03-01,1985-04-01,47.8,True
ISM_PMI,1985-04-01,1985-05-01,48.2,True
ISM_PMI,1985-05-01,1985-06-01,47.1,True
ISM_PMI,1985-06-01,1985-07-01,47.8,True
ISM_PMI,1985-07-01,1985-08-01,47.9,True
ISM_PMI,1985-08-01,1985-09-01,47.7,True
ISM_PMI,1985-09-01,1985-10-01,49.9,True
ISM_PMI,1985-10-01,1985-11-01,50.9,True
ISM_PMI,1985-11-01,1985-12-01,52.0,True
ISM_PMI,1985-12-01,1986-01-01,50.7,True
ISM_PMI,1986-01-01,1986-02-01,51.2,True
ISM_PMI,1986-02-01,1986-03-01,51.0,True
ISM_PMI,1986-03-01,1986-04-01,51.0,True
ISM_PMI,1986-04-01,1986-05-01,49.7,True
ISM_PMI,1986-05-01,1986-06-01,53.4,True
ISM_PMI,1986-06-01,1986-07-01,50.5,True
ISM_PMI,1986-07-01,1986-08-01,48.0,True
ISM_PMI,1986-08-01,1986-09-01,52.6,True
ISM_PMI,1986-09-01,1986-10-01,52.4,True
ISM_PMI,1986-10-01,1986-11-01,51.2,True
ISM_PMI,1986-11-01,1986-12-01,51.2,True
ISM_PMI,1986-12-01,1987-01-01,50.5,True
ISM_PMI,1987-01-01,1987-02-01,54.9,True
ISM_PMI,1987-02-01,1987-03-01,52.6,True
ISM_PMI,1987-03-01,1987-04-01,55.0,True
ISM_PMI,1987-04-01,1987-05-01,55.5,True
ISM_PMI,1987-05-01,1987-06-01,57.2,True
ISM_PMI,1987-06-01,1987-07-01,57.4,True
ISM_PMI,1987-07-01,1987-08-01,57.5,True
ISM_PMI,1987-08-01,1987-09-01,59.3,True
ISM_PMI,1987-09-01,1987-10-01,60.0,True
ISM_PMI,1987-10-01,1987-11-01,60.7,True
ISM_PMI,1987-11-01,1987-12-01,58.8,True
ISM_PMI,1987-12-01,1988-01-01,61.0,True
ISM_PMI,1988-01-01,1988-02-01,57.5,True
ISM_PMI,1988-02-01,1988-03-01,56.2,True
ISM_PMI,1988-03-01,1988-04-01,54.6,True
ISM_PMI,1988-04-01,1988-05-01,55.8,True
ISM_PMI,1988-05-01,1988-06-01,55.5,True
ISM_PMI,1988-06-01,1988-07-01,59.3,True
ISM_PMI,1988-07-01,1988-08-01,58.2,True
ISM_PMI,1988-08-01,1988-09-01,56.0,True
ISM_PMI,1988-09-01,1988-10-01,54.5,True
ISM_PMI,1988-10-01,1988-11-01,55.4,True
ISM_PMI,1988-11-01,1988-12-01,55.6,True
ISM_PMI,1988-12-01,1989-01-01,56.0,True
ISM_PMI,1989-01-01,1989-02-01,54.7,True
ISM_PMI,1989-02-01,1989-03-01,54.1,True
ISM_PMI,1989-03-01,1989-04-01,51.5,True
ISM_PMI,1989-04-01,1989-05-01,52.2,True
ISM_PMI,1989-05-01,1989-06-01,49.3,True
ISM_PMI,1989-06-01,1989-07-01,47.3,True
ISM_PMI,1989-07-01,1989-08-01,45.9,True
ISM_PMI,1989-08-01,1989-09-01,45.1,True
ISM_PMI,1989-09-01,1989-10-01,46.0,True
ISM_PMI,1989-10-01,1989-11-01,46.8,True
ISM_PMI,1989-11-01,1989-12-01,46.8,True
ISM_PMI,1989-12-01,1990-01-01,47.4,True
ISM_PMI,1990-01-01,1990-02-01,47.2,True
ISM_PMI,1990-02-01,1990-03-01,49.1,True
ISM_PMI,1990-03-01,1990-04-01,49.9,True
ISM_PMI,1990-04-01,1990-05-01,50.0,True
ISM_PMI,1990-05-01,1990-06-01,49.5,True
ISM_PMI,1990-06-01,1990-07-01,49.2,True
ISM_PMI,1990-07-01,1990-08-01,46.6,True
ISM_PMI,1990-08-01,1990-09-01,46.1,True
ISM_PMI,1990-09-01,1990-10-01,44.5,True
